Tweets,category,misogyny,target,HS
@DimaSadek لك بدك شي واحد يعبيلك راسه,none,none,none,0
@DimaSadek يا قابضة مصاري يا اما مقهورة,discredit,misogyny,active,1
@DimaSadek انا كتير بحبك و بحترمك و بحييكي على شجاعتك و جرأتك. لنا كل الفخر فيكي و امثالك . صوتنا مش واصل ،انتو وصلتوه,none,none,none,0
"@yumnafawaz هذا يلي طلع معك 
يخطب الخطاب من الحمام 
المهم شو حكي هذا المهم 
انت شو المهم عندك يا بنت فواز الريالات… https://t.co/Ug2wzC5vkA",none,none,none,0
@DimaSadek @washingtonpost @elopezgross الله ينصرك ويقويك,none,none,none,0
@NicoleHajal بس الفيديو من صالة الذهاب في مطار بيروت يا شيخة نيكول ���� يعني كلنا مسافرين وحافظين المطار ...لعبي غيرها,none,none,none,0
@yumnafawaz يلي وظفها حمار �,none,none,none,0
@yumnafawaz صار يطلعلك حس يا منحوسة,discredit,misogyny,active,1
@DimaSadek واشرف منك يا عاهره �,discredit,misogyny,active,1
@yumnafawaz مشكلتك انو ما حدا معبرك شقفة وحدة مأجورة من بيدفعلك اكتر.,discredit,misogyny,active,1
@DimaSadek عزيزتي ديما جبران وعمو باعونا وخلي التاريخ يكتبا بس مش لازم الشعب يسكت ما حدا يفل من الساحات ابدا لو بدنا نموت,none,none,none,0
@DimaSadek اخرسي و اسمو السيد حسن,discredit,misogyny,active,1
@DimaSadek موتي بغيظك العالم بدها علم جديد دمج علمان بعلم واحد نموذج للبنان النقاوم الجديد,damning,misogyny,active,1
@berrynawal ست نوال رح تقبضوا معاشاتكم هل شهر ؟؟؟ او بس حارمين العالم تنزل ع اشغالها وتقعد بلا اكل,none,none,none,0
RT @MAROOOOOO: @yumnafawaz خطاب رئيس، كلام رجال، مليان عاطفة وخبرة وحكمة،مليان دروس وعبر للناس يللي بتفهم، هلق اذا كان سمعك مثل لفظك، ما من…,stereotyping & objectification,misogyny,active,1
@daher1ali @yumnafawaz لعمى شو انها كذابة!,discredit,misogyny,active,1
@yumnafawaz ولك يا ام نص لسان ما بيصير تعملي حالك مسخرة هيك.مش عيب الشغل حاولي تشتغلي شي تاني بلكي مشي حالك,stereotyping & objectification,misogyny,active,1
@DimaSadek لن يسقط العهد ولا نؤيد سقوط الحكومه هيك قال,none,none,none,0
@DimaSadek فل يسقط حكم البلطجيه والزعران ومصصوا الدم,none,none,none,0
@DimaSadek @AhmadBallout15 بس انتوا شو عملتوا!!! كمليلوا يا شاطرة... اصدرتوا قرار بقيادة سنيورة التجسس على المقاومة… https://t.co/hUSzQnQkEA,none,none,none,0
"@yumnafawaz تلفزيون الفتنة و زبانية المصرف
يسقط تحسين خياط عميل رياض سلامة",none,none,none,0
@berrynawal نوال كنت عم بحضرك ب خدني معك كنت بتعقده ليكي فيكي تعطيني سكربينتين من عندك لحدا لو سمحتي,none,none,none,0
@BAali50 @DimaSadek ديما الي متلها قلائل لبنانية أصيلة منحبها كتير,none,none,none,0
@berrynawal الله يحميكي,none,none,none,0
@DimaSadek خلص يا كلبة البحر,discredit,misogyny,active,1
@ebrahimalmannai @younis_75 @Jessicaazar انت شو دخلك ؟,none,none,none,0
"@DimaSadek جيبي جوزك ينزل بالمضاهرات 
مع الشباب اللي عم تترجي ينزلو 

ولا جوزك ع راسو ريشه 

انتي متل مشايخ السعودي… https://t.co/dZYsjdoxBN",none,none,none,0
@berrynawal بالصرماية لي بتناسبك,threat of violence,misogyny,active,1
@NicoleHajal لو كانت تغريدتك أنقذوا الجيش في بالبدواي كان افضل ايها الإعلامية اللبنانية المحترمه .,none,none,none,0
@DimaSadek نشالله بتفطسي يا بومة,damning,misogyny,active,1
@yumnafawaz @4zahri آه يا ام نص لسان �,stereotyping & objectification,misogyny,active,1
@DimaSadek @josephinedeeb @AkikiJoyce للتذكير كان في كتير مع اشخاص شيء مماثل كانو يتسكتو وما كنتو تعلقو سميتووا حري… https://t.co/WZ9p9IbL6d,none,none,none,0
@DimaSadek انتي ب اي جامعه متعلمه؟ شهادتك من وين؟ قديش كلفتك؟,none,none,none,0
@DimaSadek داعسين على راسك شو ما حكيتي او عملتي �,threat of violence,misogyny,active,1
@Jessicaazar الطنجرة بيضت حالا من جمال منشورك,none,none,none,0
@DimaSadek تمسحت عل بهدله,derailing,misogyny,active,1
"@DimaSadek أنتي ""تفه"" يا واطية",discredit,misogyny,active,1
@DimaSadek ليش عمتدعي الشباب نزلي انت يا جحشة قصدي يا وحشة خاصة انك معودة عالسهر لساعات الفجر الأولى,discredit,misogyny,active,1
@yumnafawaz عنجد انك تافها كأنك منك فايتي ع مدرسة و مش مختلطة بعالم تفه ع هيك لبنانية,discredit,misogyny,active,1
@berrynawal نوال بري إعلامية بتكبري قلب ربنا يحميكي,none,none,none,0
"@DimaSadek اندل وارخص واوطى وابشع من وجد على ظهر الارض.
#ديما_الواطية 
حقك ربع
ذباب السفارات
#هزلت",discredit,misogyny,active,1
@Hasan_S_88 @DimaSadek العمى شو وقحة عنجد❗️لا و رافعة الكلفة كمان,discredit,misogyny,active,1
@DimaSadek يقبر قلبك .. تفه �,damning,misogyny,active,1
RT @zeinayaso82: @alimourtda @ramezelkadi نانسي السبع ما اخدت ولا تصريح اثناء الاشكال منعا للتحريض تحية لها وحاولت توضيح انهم غير محزبين ول…,none,none,none,0
@DimaSadek تروح روحك فاضية تافهة,discredit,misogyny,active,1
@DimaSadek انت المصاري فوقك وتحتك شو فارقة معك؟!!!,none,none,none,0
@DimaSadek مجرد حشرة فاشيسانيتية تافهة مأجورة ..ما تعطي حالك اهمية..,discredit,misogyny,active,1
@DimaSadek شهد شاهد من أهله ايها المحرضه اللعينه,discredit,misogyny,active,1
@yumnafawaz صح، شو انّك واحدة تافهة وسخيفة، والحقد والغل معبّي قلبك، وقلب اللي مشغلينك، كلامك بيسوى فرنك، اذا واحدة… https://t.co/mTfxJFlwLN,discredit,misogyny,active,1
@yumnafawaz ما ملاقية تنشهري بطريقة نظيفة يعني؟,none,none,none,0
@NicoleHajal يا عمي ... حضرتك صحفية او قائدة محور؟؟,none,none,none,0
@berrynawal حاج تحللي بحياتك ، الحريري واحد منن ، سرق و مشارك بالفساد لا انتي و لا غيرك بيغير هالشي ، صار بطل قومي هلأ !! ريلاكس,none,none,none,0
@DimaSadek منو خيك يا واطية,discredit,misogyny,active,1
@DimaSadek انا مع الثورة وقلبي مع الناس اللي عم تطالب مطالب محقة البلد اختنق والناس اختنقت بس بلشت انتبه لإشيا غير… https://t.co/jAggt4yKMD,none,none,none,0
@TonyMrad7 @NicoleHajal شو هالوطنية عند هالاعلاميبن. يا عيب الشوم عليكم. #روحوا_انضبوا,none,none,none,0
@DimaSadek حروبهم كلها على التويتر... شو نسيتي نصرالله شو قالهم من فترة عن الحرب على التويتر �,none,none,none,0
@berrynawal @Jessicaazar ومصرين ما تغطو مظاهرة المصرف... طبعًا فيا مكافئة دسمة,none,none,none,0
@DimaSadek شعب عظيم كل يوم بتثبتو انكم رجاله وقد المسؤاليه شكرا ياشعب لبنان,none,none,none,0
@DimaSadek بليز بعتيلي location بس توصلي بالسلامة وين رح تكوني,none,none,none,0
"@yumnafawaz شو يمنى قلبتي ١٨٠ من لما صرتي بشغلك الجديد..صرتي حساسة ع..حزب الله
#شوكة_بعين_الاعداء",none,none,none,0
@berrynawal انت حرام تحكي اصلاً,dominance,misogyny,active,1
@DimaSadek @LBCI_NEWS @JeanFeghali تشكري جداً بنت اصول,none,none,none,0
"RT @hadikhalill: @DimaSadek نظرا لحماقة الدماغ المركب عجسمك
يستحق منشورك الضحك بشكل يضاهي البكاء",discredit,misogyny,active,1
@Alkafi_13 @DimaSadek ما خصا ديما صادق، هيدا حرية رأي و تعبير، ما فيك تمشي العالم عزوقك و إذا ما عجبك رأي غيرك تصير… https://t.co/erRqex3Xob,none,none,none,0
@berrynawal يسلم تمك,none,none,none,0
@berrynawal الله يعطيكي العافية نحنا منساندك اهل طرابلس معك الله يقويكي,none,none,none,0
@DimaSadek يا هبلة لو مناصرين الحزب ترك من تحت ما بضل حدا,discredit,misogyny,active,1
@DimaSadek لك العمى بقلبك العمى .. لك شو نوع الحقد يللي معجونة فيه انتي ؟؟ لك خافي على أمك على اهلك على عيلتك من ال… https://t.co/F01MWf9vmR,damning,misogyny,active,1
@DimaSadek يا كذابة يا مجوية تفوه عليكي,discredit,misogyny,active,1
@DimaSadek سلامه ائلبك ديما,none,none,none,0
"@Rouba_moussawi @HadiiiHammoud @DimaSadek الصحافة سلطة رابعة.
ما رح اشرح اكتر، ويكيبيديا بتساعدكم.",none,none,none,0
@DimaSadek ♥️♥️♥️طرابلس هي منطقتي وبلدي وهويتي ونا اعتز وافتخر بكي ياسيدة ديما انك من موطني,none,none,none,0
@DimaSadek بنصحك تشوفي حكيم نفسي. الهيأ صاير عندك صدمة بصغرك. تفووو عليكِ يا واطية,discredit,misogyny,active,1
@yumnafawaz @rayaelhassan مش كل واحد بيكتب معلومات أكيدة باول التويت بتصير أكيدة اذا عندك اثبات انشريه حاج تكذبوا عالعالم.,none,none,none,0
@Jessicaazar بعتقد الشعب اللبناني عبر عن رغبتو انو تسكتي وقتا ما نتخبك !!,none,none,none,0
@najkassem @DimaSadek انت اعلاميه ؟؟ من اين اتيت بعشرة سنوات التيار في الحكمً؟؟ ميشال عون في الرئاسة منذ تشرين 2016… https://t.co/h5oEizLKue,none,none,none,0
@DimaSadek اول شي قال عن العهد مش الحكومة،تاني شي ماخصك !�,none,none,none,0
@DimaSadek انقبري  سدي بوظك,discredit,misogyny,active,1
@yumnafawaz @General_Aoun بس تكبري شوي بتبقي بتنتقدي الجنرال عون يلي معو شهادات قد طولك,dominance,misogyny,active,1
@berrynawal @ghadifrancis كلنا منحبك نوال، بس خليكي صادقة و موضوعية و ما تنجري ورا السطحيات.. فكري بينك و بين حالك… https://t.co/fcIt3jsWXB,none,none,none,0
@yumnafawaz المهم المضمون يا شاطرة,none,none,none,0
@DimaSadek انشالله مفكرة السيد متابعك وعم وجه كلامو إلك ولك نحنا منرد عليكي منتسلى ومنضحك عليكي  �� والصورة حلوة كتير �,none,none,none,0
@DimaSadek مرات يا ديما بتعجبني تغريداتك ���هيدي حلوة,none,none,none,0
@kwack_b @DimaSadek ما حدا ماسكك، خدي الهوية يلي بدك ياها، ما بحياته كان في اجماع على هوية موحدة في شبه الوطن هذا، بلا هالحكي الفاضي.,none,none,none,0
@DimaSadek @washingtonpost @georges_ghorra قولك متل بولك ست ديما ��‍♂️,discredit,misogyny,active,1
"RT @NaderAsmar: بكل صراحة @LbciLebanon 
كانت وين ما كان ونقلت الصورة بكل موضوعية 
عنجد الLBCI #نحنا_معك
وكل مراسلين الLBCI يعطيكن الف عافية…",none,none,none,0
@DimaSadek @alislim124 الله يرض عليك على الصبح الي متل خليتك .. يا اختي مين ما كان اكون.. بلا فتنة و انضبي,discredit,misogyny,active,1
@DimaSadek كلي هو يا ديما صادق عيب عليك,discredit,misogyny,active,1
@DimaSadek انتي طفيلية تعتاشين على القاذورات,discredit,misogyny,active,1
@yumnafawaz اطلب  منك ان تكوني صحفية ولو لمرة واحدة مع اني اشك,none,none,none,0
@DimaSadek @LbciLebanon @LBCI_NEWS @JeanFeghali كل صرمايتنا على ديما صادق الشرشوحة ...,discredit,misogyny,active,1
@DimaSadek يا حنونة قشعر بدني يا بيبي أهل النبطية ما بشرفن وحدة متلك�,none,none,none,0
@yumnafawaz طيب يا فصيحة لما مشيتي شو التغيير اللي حسيتيه؟؟�يعني ما في ثورة ما في شتائم ما في غناء ورقص وعربدة ما ف… https://t.co/PBvcRTYTtk,none,none,none,0
@DimaSadek واو ديما واو خبّرك جوزاف عون قائد الجيش  بتفصيل لقاؤه مع الرئيس اوف شو قوية اتاريكي عالمية عا كل المستويات,none,none,none,0
@yumnafawaz السيد اذا بتريدي وهوي خط احمر وللي مش عاجبو يبلط البحر,none,none,none,0
@yumnafawaz يا عاهرة حجة مريضة تعبت قعدوها على الكرسي,discredit,misogyny,active,1
@yumnafawaz @saadhariri ��� شكلك شئ فاشل جدا,stereotyping & objectification,misogyny,active,1
@DimaSadek انو عم بتهاجميهون شو بدك يهدوك بارفان وشانيل,none,none,none,0
@Fatima73611466 @DimaSadek اكتر وحده فاضحه لسياسسيين و بتحكيم بجرأة. .. #كلنا_ديما_صادق,none,none,none,0
@DimaSadek انتي محترمة كتير ومثال الاخلاق والأدب!!! جد انتي بتشوفي يلي بتكتبيهن وبتسمعي يللي بتقوليهن!!! ولا حسب ال… https://t.co/SStvtjoIjE,none,none,none,0
@DimaSadek @LBCI_NEWS انشالله بتسلمي اكيد فاتحة عزاء عندك بالبيت,none,none,none,0
@feras_al_nibras @DimaSadek بتستقيل من الحياة وما بيستقيل فخامة الرئيس,none,none,none,0
@DimaSadek في شتي قوي حيصير ...حتسبح هالسيارات طولي بالك,none,none,none,0
@DimaSadek لشو ؟ شاطرين علي غيره. يا عيب الشؤم عليكم.,none,none,none,0
@DimaSadek ديما هيدي أمنياتك و أحلامك يلي عم تكتبي عنا ، بس أطمني لح تبقى أحلام.,none,none,none,0
@DimaSadek كفى استفزاز #لبنان_ينتفض,none,none,none,0
@DimaSadek الجيش جيش الوطن، كل الوطن، منو جيش بيك ولا بيي، منو جيش الحرب الاهلية، تركوا الجيش بيعرف شو يتصرف و كفوا عنو بذور الفتنة.,none,none,none,0
@yumnafawaz @General_Aoun فشرت يا بشعة,stereotyping & objectification,misogyny,active,1
@yumnafawaz المشكلة انو بطل النا عين نسب حدا لهيك ما رح نرد عليكي.,none,none,none,0
@KazwiniM @yumnafawaz الرأي والرأي الآخر .... الساحة عامة وللكل ومنا حكر عحدا طبلتيلنا راسنا بحرية التعبير,none,none,none,0
@DimaSadek @washingtonpost @elopezgross هيدا اللي بدك اياه وصلتيلو انو تكتبي بالالواشنطن بوست بس بكرة بشخوا عليكي ل… https://t.co/WTyOe9VtkF,discredit,misogyny,active,1
@DimaSadek طولي بالك بعدنا بي أول طريق يا دومدوم,none,none,none,0
@DimaSadek القائد ديما كاذب.....����‍♂️,discredit,misogyny,active,1
@yumnafawaz شو سخيفة  لأ و واطيه كمان .,discredit,misogyny,active,1
@DimaSadek يعني تحوير المعركة من أهدفها الحقيقية لمعركة ضد سلاح حزب الله هو ضربة للحراك,none,none,none,0
@DimaSadek والفساد صار بألف خير كمان �,none,none,none,0
@yumnafawaz سكري تمك يا فوفي,none,none,none,0
@Jessicaazar معك حق جيسيكا عقبال محاكمة كل الزعماء و يفوتوا عل الحبس بارادة المواطنين,none,none,none,0
@yumnafawaz إذا متظاهرين من جمهور المقاومة بتسمين مجموعة فش خلقك ليه هول ما عندن مطالب ومش موجوعين والله بس اللي عم يرقص ويسكر موجوع,none,none,none,0
@DimaSadek عقبالك.. تستقيلي من الاعلام وتوقفي ع المجلى..,stereotyping & objectification,misogyny,active,1
@DimaSadek حلقتي شواربك اليوم؟!,stereotyping & objectification,misogyny,active,1
@DimaSadek شو واطية اللة يشرشحليك امك لتعرفي كيف ببهدلو الام يا واطية,discredit,misogyny,active,1
@DimaSadek يا مريضة موتي,damning,misogyny,active,1
@DimaSadek أولاً لو تتكلمي بأدب الاسم السيد حسن نصرالله . حضرتك ما عندك مشكلة بالحواجز والسلاح لأن هذا السلاح بيشبه… https://t.co/3HEtx5057b,none,none,none,0
@joey_gs__ @yumnafawaz صراحة ما كان ناقصنا عير فيلسوفات آخر زمن #le_cancre_de_la_classe,none,none,none,0
@yumnafawaz سخيفة فعلا ، وكمخة,discredit,misogyny,active,1
"بدكن تنجح الثورة؟ خلّو #ديما_الواطية دايما trending.

@DimaSadek",discredit,misogyny,active,1
@Jessicaazar وجهك عالوج  ما أنتِ اكتر وحدة طائفية وأنتِ بحكيك كلو ما بتمثلي غير حالك تضربي بهالخلقة,stereotyping & objectification,misogyny,active,1
"RT @androaline12: لو نانسي السبع بتطلع ع بيتها بيكون أحسن
راس الفتنة
الجديد دكانة
 #لبنان_ينتفص",stereotyping & objectification,misogyny,active,1
@Maha_Fayad1NNN @peoplebelarabi @joellebouyounes واو شو محبوبة�����,none,none,none,0
@DimaSadek @josephinedeeb عن جد يا ديما ما عندك جنس الموضوعية العهد ايمتى لحق يسرق عيب ولو,none,none,none,0
@DimaSadek حيقبرك مش مطولة ... انبسطي بفجرك,threat of violence,misogyny,active,1
@DimaSadek لو اعرف ليش بتكرهيه هالقد وحاقدة عليه اكيد مش لان مصلحة البلد غيرو نتفوا البلد...غريب,none,none,none,0
@DimaSadek ما بتقدري الا تكوني زبالة,discredit,misogyny,active,1
@NicoleHajal @amanie_geha بكرا بس تاكلوا لحم بعض ابقي قولي مبسوطاااااععععععععع,none,none,none,0
@DimaSadek انا رايي المتواضع اذا بكون في حكومة حيادية فعلا لازم تكوني احد اعضائها,none,none,none,0
@yumnafawaz @adelkaram9 @ProtestsLebanon تخايلي خصص وقت لأحضرك � شو خالصة بالمرة انت �,discredit,misogyny,active,1
@DimaSadek يا ريت بتخرسي يا حيوانه يا راس الفتنه انت,discredit,misogyny,active,1
@yumnafawaz طبيعي ما تفهمي خطاب فخامته بأبعاده اذا قدراتك العقلية ما بروحو أبعد من المونتاج!!,none,none,none,0
@DrBasselSaleh @DimaSadek وانتي يا #ديما_الواطية حلي عن سما ثورتنا يا فاسدة,discredit,misogyny,active,1
@DimaSadek يا ديما وين المليون اليوم كان فيه كم سوري بس,none,none,none,0
@Jessicaazar عم تركبي الموجة تاخرتي لأن الموجة جرفتكن,none,none,none,0
"RT @mohamadMidriss1: ديما صادق اشرف منكو ومن اللي خلفكو انتو اللي واطيين يا عبدت الفاسدين والحرامية
@DimaSadek ❤
#كلنا_ديما_صادق",none,none,none,0
@yumnafawaz @adelkaram9 @ProtestsLebanon متألقه بمعنى الكلمه�,none,none,none,0
@Jessicaazar كما انك تثبتين بأنك إعلامية موضوعية ومستقلة وتحبين وطنك لأن ما كتبتيه يتطابق مع ما كتبته قبله. الف تحي… https://t.co/rj9nkKCa5Q,none,none,none,0
@Emar09139339 @elissakh @yumnafawaz بعيد ما اكلو اتلي من جماعة بري اجا الجيش وبعدن عن المظاهرة .ما في عدالة #لبنان_ينتقض #لبنان__يثور,none,none,none,0
"@DimaSadek عشان هيدي مناسبة لبنانبة مش حزبية يا بهيمة 
و بعدين كلي خرى يا عاهرة الكرة الارضية",discredit,misogyny,active,1
@DimaSadek شكرا ديما من القلب ❤,none,none,none,0
@DimaSadek هيدي لعبة صغيرة من الحراك الفتنوي بس فشرتو,none,none,none,0
@DimaSadek روحي نضبي يا واطية,discredit,misogyny,active,1
@DimaSadek اه طلعتو انتو جماعة الحمامات النقالة��������,none,none,none,0
@yumnafawaz انتي لو بتزبطي لسانك الأعوج ، يللي ما في كلمه بتطلع صح .......,stereotyping & objectification,misogyny,active,1
@yumnafawaz بشرفك يمنى اسكتي شوي وبلا ما تزايدة ع كلام السيد والله قرفنا,discredit,misogyny,active,1
@yumnafawaz هلق ضروري انه كل واحد طلع عا الشاشة يكون بيفهم، يقطع عمرك رملاء أفهم منك.,damning,misogyny,active,1
@DimaSadek انتي بلا مخ ، هاي خلاصة ❤❤,discredit,misogyny,active,1
"@yumnafawaz حمارة بنت ستين كلب
حابب اشتمك اكتر بس اخلاقي ما بتسمحلي لانك بتموتي بالشتيمة
مش هيك؟",discredit,misogyny,active,1
@yumnafawaz @rayaelhassan صحتين اكلتو اتلة مرتبة وان شا الله لي جاية اكتر,threat of violence,misogyny,active,1
"@yumnafawaz @LebISF @rayaelhassan ناطرين لبعد مظاهرة عين التينة
أمانة تكوني اول وحدة هونيك وما تنسي تاخدي نوال بري معك",none,none,none,0
@DimaSadek هيدا بمثل حالو مش من جماعة حدا#ديما _فساد,none,none,none,0
@NicoleHajal سبحان الله ماقوى من النساء اذا اذا شافو الظلم عن الف مليون رجال          الله ينصرها,none,none,none,0
@NicoleHajal @LbciLebanon صباح الخير السيدة نيكول اطلب منكم توصيل رسالتي الى الناس التي انتفضت ضد الظلم على ان تتوح… https://t.co/pJFohR172f,none,none,none,0
@DimaSadek اسى انتي عم تدافعي عن الشعب و عن لبنان يعني؟ شو قدمتي انتي ل لبنان؟ هيت لنشوف,none,none,none,0
@berrynawal يا حنونة,none,none,none,0
"@yumnafawaz @saadhariri وشو بديلك يا كليوباترا
انا ضد الطبقة الفاسدة
الحراك بلا إطار وما فيه توحيد للمطالب
ماذا بعد ؟",none,none,none,0
@DimaSadek جاوبناكي يا ارهابية .. انضبي بقى العما ما بتستحي,discredit,misogyny,active,1
@DimaSadek مرة حكيتي انو تعرضتي للتنمر لانك كنتي مسلمة بمدرسة مسيحية بالاشرفية. ف شكلك يا ديما بعدك معقدة من الصغر… https://t.co/me9WJ45ptj,discredit,misogyny,active,1
@Jessicaazar يا بنت الناس مش لقنو  ستقال صار رجل دولة ستقال لانو في شعب رفض هذه السلطة وبس ....,none,none,none,0
@berrynawal تضربي بهالمودال,stereotyping & objectification,misogyny,active,1
@AbbasKanso13 @DimaSadek واطية عن التخللف و الجهل و غسل الدماغ,discredit,misogyny,active,1
@DimaSadek المحزن يا ديما أنكم نسيتم السارق والناهب الذي سرق البلد وجمع المليارات قصورهم وطائراتهم الخاصة وشركاتهم… https://t.co/kQiVMiBOZK,none,none,none,0
@DimaSadek ليش صباطك معفن ومجوي كثير وسخ قرفتيني �,stereotyping & objectification,misogyny,active,1
@ABYsbSzVjxYhB3g @DimaSadek هيدي هبلة مش مهضومة (( مبسوووووطة)) هههههههه,discredit,misogyny,active,1
@DimaSadek من مين سرقتيها منعرفك حمقاء يا #ديما_الواطية,discredit,misogyny,active,1
@yumnafawaz عنجد انك غشيمة,discredit,misogyny,active,1
@yumnafawaz @General_Aoun انتي عم تحكي يا ام نص لسان روحي انطمي,stereotyping & objectification,misogyny,active,1
"@DimaSadek ديما صادق تأكدي انّو كمان انتي ما رح فيكي تركبي مَوجة الثّورة ، لَو شو ما عملتي.
خليكي عم تقدمي نشرات ال… https://t.co/UndPkKjeSu",stereotyping & objectification,misogyny,active,1
@DimaSadek @FaresHalabi ان شاء الله بيقبر قلبك �,damning,misogyny,active,1
@yumnafawaz كل التضامن معك❤️,none,none,none,0
@yumnafawaz @rayaelhassan العمى ما اقرفق,discredit,misogyny,active,1
@yumnafawaz هيدي اثما كماخة,discredit,misogyny,active,1
"الساحة للكل في ناس مع وفي ناس ضد 
ومش مقبول توصيف نانسي السبع نوع من السلميين واخر همجيين https://t.co/1Lnvodma4P",none,none,none,0
@yumnafawaz @asadabukhalil مجموعة خيالية وان وجدت بتمثل نفسا وبس,none,none,none,0
"@DimaSadek محي التويت احلى ما يطلعلك هاشتاغ ����
#ديما_الكذابه",discredit,misogyny,active,1
@yumnafawaz غبية وسطحية وسخيفة,discredit,misogyny,active,1
@ali_silia @DimaSadek يلعن يلي رباك,damning,misogyny,active,1
@DimaSadek اخرسي ولي عنزة #ديما_الواطية,discredit,misogyny,active,1
@DimaSadek @ayattali حذاء السيد اشرف من راسك,dominance,misogyny,active,1
"@DimaSadek خبريتك الهدف منعا استهداف اسم محبوب شعبيا"" وكلامه كلو مصداقية هو غسان سعود",none,none,none,0
"#نانسي_السبع بهنيكي على مهنيتك وحرفيتك والوعي الاعلامي برافو ..�
@sabehnancy",none,none,none,0
@yumnafawaz عنجد انك وحدة بلا ادب وبلا اخلاق ...,discredit,misogyny,active,1
@DimaSadek @ziennashar انشالله الله معكن,none,none,none,0
@yumnafawaz انت من اي فصيلة؟,none,none,none,0
@ALJADEEDNEWS جيد من نانسي السبع انها في لحظة الفوضى لم تعطي إليك و لأي أحد حتى لا يثار احد,none,none,none,0
@yumnafawaz بدك دعوسة,threat of violence,misogyny,active,1
@DimaSadek عن جد انك كمخة,discredit,misogyny,active,1
@DimaSadek انتي ولائك للبنان � ما بصدقك انتي ولاءك مين حجمه اكبر وهلق ولائك للسعودية ومن قبل السودان ومصر بتختلف ال… https://t.co/rv3zlKuXIt,none,none,none,0
@samarabukhalil  عندنا يقين انك تعيشين صراع في داخلك حول ما يمارسه مراسلو الجديد من تجاوزات بحق المقاومة وسيدها . و… https://t.co/PMmO0cUAvv,none,none,none,0
@DimaSadek طرابلس تدعوك ولك فيها محبين. https://t.co/eUzrZ10BN8,none,none,none,0
@SahaR_bei @DimaSadek هي مقاولة ثورات . بتبيع وبتشتري بأرواح الناس,none,none,none,0
@DimaSadek  المطلوب رفع الحصانة عن الوزراء والنواب لكي يلاحق كلّ من تصلّط على المال العام في لبنان، وأن لا يكون هناك أي عاءق !,none,none,none,0
@yumnafawaz العمى ما ابشعك لا جمال ولا منطق,stereotyping & objectification,misogyny,active,1
@berrynawal شو موجهنة��‍♀️,none,none,none,0
@berrynawal ما تزعلي نوال بس الهيئة بعد صباط ٤٧ امبارح صرتي عم بتشوفي صح ان شاء الله تكتمل الصورة قدامك,derailing,misogyny,active,1
@DimaSadek معش تقولي حزب الله يا كلبة البدو يا وسخه معش تحكي يا فتنجية لو في رجال يضبوكي فلتانة وعم تكبي حكي من عند… https://t.co/ctXo5kDhDN,discredit,misogyny,active,1
RT @star2009__: @DimaSadek كلن يعني كلن والشمطاء ديما الشرشوحة اتفه منن كلن,discredit,misogyny,active,1
@yumnafawaz فرجينا شاطرتك بالالقاء حبيبتي !,none,none,none,0
@DimaSadek جايي ديما جمالي محل الحريري ورح توزر صهرا,none,none,none,0
"نانسي السبع، دايما بتعطيني بشارة أمل ما بعرف ليه، يمكن لأنها رفيقة الكاميرا بالظروف الصعبة والمواقف التاريخية @sabehnancy
#لبنان_ينتفض",none,none,none,0
"@DimaSadek بعد الاعتداء على الضاحية:
 جمهور المقاومة: بانتظار كلمة قائد المقاومة. 
ديما:  رئيس جمهورية يحدد مصيرنا.… https://t.co/RN9hG165q3",none,none,none,0
@DimaSadek ولي شخاخه ما فشرتي يقبرك !! ولي ديما إنت كبيرك شيه موريس يقبرك و يمشي بجنازتك ولك آيه موريس تبع بيوت الد… https://t.co/t5ciekfqBU,discredit,misogyny,active,1
@DimaSadek اذا في مجال تتركي العالم بحرية رأيها بدون قمع ونحنا منحترم رأيكن,none,none,none,0
@pierrebbeirut @DimaSadek انا معك بس هي عم تكب فتنة و متل ما شفت حكت عن السيد و عن الكل الا زعيمها شو ناطر من الناس… https://t.co/FbpbIJeMVO,none,none,none,0
@DimaSadek روحي الله يسمّ بدنك ناقصو نهاري قرف أنا اليوم ..,damning,misogyny,active,1
"@yumnafawaz @LebISF @rayaelhassan فهم فقراء وردت فعلهم تحترم لأن المتظاهرين قطعوا بارزاقهم!
بتسلم عليكي المادم وبتخ… https://t.co/HZRCbDzC9O",none,none,none,0
@yumnafawaz @saadhariri ما زبطت معك as usual ! خيطي بغير مسلة,none,none,none,0
@yumnafawaz ولك والله عيب عليكي. والله لتصيري مضحكة للعالم بس تكبري . جلجوقة,discredit,misogyny,active,1
@DimaSadek نشالله بيقبرك كلك مش بس قلبك,damning,misogyny,active,1
@DimaSadek يقطع هبلك شو حمارة,discredit,misogyny,active,1
@yumnafawaz ام نص لسان نسيتي حاللك يا ام بكر البغدادي,stereotyping & objectification,misogyny,active,1
@RichardNassour @Malak1997K @DimaSadek بعتقد صرنا واعين بما فيه الكفاية لنقدر نميز بين السراق والمفسد وبين يلي عم ي… https://t.co/eSRPZ4bdGB,none,none,none,0
@DimaSadek روحي نامي يا بلوطه,discredit,misogyny,active,1
@DimaSadek كم انتي قبيحة ايتها الملعونه,stereotyping & objectification,misogyny,active,1
@DimaSadek نورت طرابلس بامرأة حرة ❤️,none,none,none,0
@DimaSadek الجيش بدو يدعس راسك وراس كل اللي متلك للي بكبو فتن,threat of violence,misogyny,active,1
